date,AAPL,MSFT,AMZN,TSLA,GOOGL,S&P500
2023-12-05,78.38,73.69,69.56,57.83,41.44,70.56
2023-12-06,75.35,58.57,73.48,65.65,74.19,66.52
2023-12-07,60.61,76.84,58.19,66.76,70.48,68.47
2023-12-08,69.08,59.59,70.35,45.69,64.23,71.25
2023-12-09,62.45,59.42,42.08,68.87,69.53,57.74
2023-12-10,79.17,62.58,65.35,76.77,70.96,55.53
2023-12-11,73.82,60.19,71.37,72.06,69.5,43.99
2023-12-12,43.0,71.61,66.93,48.61,78.41,76.46
2023-12-13,78.48,73.4,79.37,72.01,76.12,67.71
2023-12-14,78.88,61.43,74.5,70.81,72.15,42.23
2023-12-15,43.05,56.97,51.61,68.21,58.78,48.71
2023-12-16,42.23,41.89,57.51,60.81,56.94,79.98
2023-12-17,40.1,66.4,54.74,74.16,52.1,68.87
2023-12-18,67.43,52.78,61.21,71.65,56.87,54.03
2023-12-19,72.2,76.77,41.19,51.21,43.5,51.23
2023-12-20,41.38,43.28,61.66,55.57,68.25,73.36
2023-12-21,60.99,45.19,53.86,62.17,65.68,75.2
2023-12-22,70.89,59.76,58.24,60.74,42.23,61.54
2023-12-23,68.38,66.37,79.27,41.39,69.17,46.67
2023-12-24,46.08,67.67,76.94,75.39,78.56,43.13
2023-12-25,47.13,69.41,57.59,62.91,73.33,50.76
2023-12-26,74.84,69.24,43.11,52.79,53.17,65.16
2023-12-27,65.2,57.27,70.7,57.82,48.86,57.34
2023-12-28,56.87,48.05,48.27,52.41,42.46,43.86
2023-12-29,75.83,53.2,79.51,42.91,55.76,77.56
2023-12-30,74.82,61.96,79.97,71.78,41.06,72.38
2023-12-31,62.08,65.86,54.32,42.06,47.53,76.49
2024-01-01,44.07,75.04,66.78,49.28,40.9,50.46
2024-01-02,73.76,74.51,40.39,44.3,49.02,67.5
2024-01-03,45.86,72.09,73.16,79.62,71.4,72.76
2024-01-04,62.08,52.47,63.65,68.82,58.1,47.38
2024-01-05,64.39,47.51,50.23,41.87,49.1,52.06
2024-01-06,54.44,46.71,56.75,71.16,57.43,70.19
2024-01-07,45.56,51.4,41.97,64.64,57.43,53.51
2024-01-08,43.34,70.75,73.82,61.53,56.18,75.52
2024-01-09,48.68,40.08,66.9,73.51,68.75,56.87
2024-01-10,60.35,68.78,44.59,56.75,67.94,44.02
2024-01-11,58.12,54.12,52.58,75.61,61.69,59.2
2024-01-12,74.09,78.98,44.96,45.53,44.25,79.79
2024-01-13,79.41,77.67,51.89,68.78,65.78,69.95
2024-01-14,64.72,54.07,61.11,63.44,59.12,64.06
2024-01-15,74.91,41.56,73.57,57.72,55.49,42.35
2024-01-16,47.69,61.98,54.47,42.05,45.94,75.5
2024-01-17,47.85,79.3,57.28,41.5,57.97,55.4
2024-01-18,77.26,66.4,68.72,77.44,42.35,54.6
2024-01-19,48.67,78.83,60.59,56.08,49.67,62.83
2024-01-20,55.01,63.07,74.73,69.14,75.35,74.83
2024-01-21,51.58,46.13,59.79,60.43,44.97,59.41
2024-01-22,78.71,43.93,42.96,69.08,52.16,75.81
2024-01-23,74.01,51.91,66.62,59.61,71.57,76.15
2024-01-24,54.68,44.24,43.32,64.1,70.73,69.72
2024-01-25,66.37,59.81,76.06,48.62,50.27,43.52
2024-01-26,67.09,51.58,77.93,49.42,51.0,54.89
2024-01-27,43.76,47.69,47.31,72.06,44.94,45.9
2024-01-28,60.79,64.99,52.47,50.39,48.26,71.17
2024-01-29,42.64,71.24,77.11,65.74,45.33,47.28
2024-01-30,57.79,41.25,56.49,67.78,64.81,54.18
2024-01-31,56.29,43.42,74.05,73.62,71.07,73.38
2024-02-01,50.73,60.27,46.33,47.63,40.91,47.78
2024-02-02,56.39,44.95,67.86,43.73,67.82,45.82
2024-02-03,42.35,74.43,55.54,74.84,43.17,71.48
2024-02-04,52.67,54.67,61.33,49.6,43.18,49.26
2024-02-05,48.43,79.33,56.7,77.55,55.08,78.9
2024-02-06,78.7,40.51,44.4,62.31,59.18,74.69
2024-02-07,53.32,40.06,56.82,42.21,50.98,59.05
2024-02-08,48.61,53.33,55.72,74.93,58.65,52.67
2024-02-09,75.68,56.88,74.28,48.6,68.83,40.56
2024-02-10,61.96,53.65,66.63,62.11,70.47,78.74
2024-02-11,70.92,65.72,59.65,77.27,69.13,57.5
2024-02-12,56.97,41.5,40.69,48.23,67.78,62.21
2024-02-13,63.96,54.31,70.47,63.57,48.11,70.37
2024-02-14,48.7,57.56,62.18,52.64,54.52,61.71
2024-02-15,71.27,40.74,50.19,60.33,67.12,77.28
2024-02-16,68.4,59.85,70.11,61.97,51.55,54.34
2024-02-17,70.4,70.98,59.01,42.76,42.92,77.81
2024-02-18,70.07,40.12,46.35,54.06,43.02,73.77
2024-02-19,70.64,44.58,56.58,50.35,48.48,72.19
2024-02-20,46.75,73.24,50.83,72.91,45.03,58.32
2024-02-21,44.6,70.96,61.81,63.84,59.21,63.09
2024-02-22,79.74,73.02,72.9,51.77,74.56,50.38
2024-02-23,44.05,41.76,64.25,55.22,61.98,71.72
2024-02-24,65.59,59.08,43.99,51.14,44.54,40.41
2024-02-25,42.79,47.64,72.87,52.42,47.59,76.92
2024-02-26,41.14,66.78,78.27,73.81,69.59,41.75
2024-02-27,41.05,47.63,67.77,64.31,69.36,43.12
2024-02-28,79.02,71.77,48.15,53.01,72.83,74.76
2024-02-29,49.47,41.61,69.12,60.4,50.66,68.96
2024-03-01,69.36,75.63,73.21,44.42,64.58,61.11
2024-03-02,70.36,52.41,67.5,77.73,78.31,47.03
2024-03-03,68.08,76.0,77.15,75.52,46.03,61.7
2024-03-04,40.24,48.87,60.76,60.98,69.23,54.89
2024-03-05,57.74,58.57,78.79,48.16,61.5,71.98
2024-03-06,48.17,77.4,72.64,60.33,63.61,46.4
2024-03-07,45.42,60.91,51.12,54.98,78.33,77.08
2024-03-08,53.86,52.07,64.68,63.85,73.49,75.57
2024-03-09,48.59,62.77,57.27,44.74,74.48,42.6
2024-03-10,66.01,61.99,45.78,73.67,70.52,65.39
2024-03-11,68.82,51.97,44.21,68.48,75.35,66.41
2024-03-12,79.88,48.31,54.71,51.23,74.0,41.62
2024-03-13,65.4,67.96,79.02,78.68,77.06,58.07
2024-03-14,50.84,47.59,53.82,68.53,69.87,62.92
2024-03-15,56.46,65.84,52.84,56.95,51.43,66.06
2024-03-16,74.77,57.1,58.75,62.33,52.52,54.59
2024-03-17,47.43,58.67,54.11,54.03,56.3,43.28
2024-03-18,64.77,45.07,70.07,42.59,71.7,78.73
2024-03-19,49.61,50.33,44.46,65.38,42.1,69.45
2024-03-20,47.75,53.34,70.9,72.98,53.65,69.26
2024-03-21,47.37,67.14,75.52,60.61,46.43,48.21
2024-03-22,74.05,74.72,41.14,62.69,51.0,77.55
2024-03-23,58.77,75.29,61.19,46.51,60.09,78.6
2024-03-24,46.29,76.12,47.75,75.28,54.0,63.12
2024-03-25,68.76,44.35,46.88,61.85,47.99,69.1
2024-03-26,62.49,58.31,42.56,56.46,53.88,64.77
2024-03-27,72.87,54.48,41.12,62.24,59.55,42.29
2024-03-28,48.59,50.2,51.81,70.33,45.35,73.6
2024-03-29,63.85,70.49,55.15,76.92,47.35,58.39
2024-03-30,69.64,76.5,60.88,69.53,45.26,42.81
2024-03-31,74.17,50.58,50.04,71.24,63.61,73.86
2024-04-01,51.87,44.6,69.79,42.55,74.91,46.79
2024-04-02,69.46,57.56,64.97,57.77,68.0,76.44
2024-04-03,72.22,71.8,74.22,51.36,60.05,47.64
2024-04-04,74.06,66.99,46.03,49.78,59.37,61.66
2024-04-05,51.37,61.27,71.0,44.14,41.77,67.21
2024-04-06,40.35,61.28,68.32,73.4,47.88,55.55
2024-04-07,79.42,52.16,46.47,79.05,40.32,54.05
2024-04-08,76.67,40.81,62.69,73.2,40.07,41.41
2024-04-09,64.88,43.56,46.97,56.7,59.28,61.44
2024-04-10,66.25,54.38,79.49,55.89,52.21,72.94
2024-04-11,44.49,64.8,61.04,44.88,55.53,77.61
2024-04-12,77.59,43.21,41.66,65.3,53.44,47.53
2024-04-13,47.47,52.64,44.36,62.82,67.38,72.58
2024-04-14,44.61,44.15,67.71,57.31,57.23,43.79
2024-04-15,68.61,41.65,77.11,45.39,41.82,69.08
2024-04-16,42.71,78.49,70.71,59.87,67.06,52.98
2024-04-17,69.32,78.07,50.49,66.27,60.12,62.19
2024-04-18,78.67,53.32,72.74,50.17,40.55,44.8
2024-04-19,41.33,65.76,61.41,44.42,44.68,54.39
2024-04-20,55.62,74.32,56.82,59.15,55.79,53.56
2024-04-21,77.5,48.19,41.49,41.27,79.32,41.88
2024-04-22,53.27,50.35,78.47,47.63,77.02,53.74
2024-04-23,52.77,53.12,48.18,73.87,58.38,62.69
2024-04-24,64.18,74.85,47.17,67.45,54.91,48.89
2024-04-25,74.1,41.19,63.17,70.54,46.39,47.02
2024-04-26,57.34,64.54,54.11,54.35,74.63,63.77
2024-04-27,62.71,67.9,51.87,73.58,57.34,60.17
2024-04-28,59.49,75.19,42.0,58.32,52.88,53.49
2024-04-29,66.87,57.76,68.83,57.25,74.19,76.48
2024-04-30,56.73,46.22,40.35,56.69,43.95,46.12
2024-05-01,51.08,64.0,50.27,60.25,71.8,77.95
2024-05-02,58.37,73.08,59.03,58.06,56.2,43.73
2024-05-03,46.85,65.43,79.81,69.99,53.74,51.42
2024-05-04,44.25,73.97,78.94,77.55,78.4,44.04
2024-05-05,58.79,78.74,45.87,59.82,64.47,60.78
2024-05-06,49.12,65.73,45.74,58.87,72.38,64.56
2024-05-07,62.58,61.37,76.32,46.58,70.36,47.24
2024-05-08,79.72,40.95,75.09,70.6,65.23,77.06
2024-05-09,75.83,76.23,76.35,62.65,59.67,41.88
2024-05-10,41.16,66.14,52.29,52.55,68.45,66.31
2024-05-11,41.76,54.57,46.92,45.18,60.84,76.25
2024-05-12,65.44,45.28,70.84,64.63,61.47,47.52
2024-05-13,77.43,45.69,55.53,46.1,74.44,56.24
2024-05-14,47.22,70.02,43.65,54.12,58.05,45.26
2024-05-15,40.57,63.21,53.64,59.12,72.32,60.22
2024-05-16,72.04,44.74,77.27,72.53,78.62,78.92
2024-05-17,40.14,52.23,59.8,57.71,41.08,47.11
2024-05-18,66.49,44.74,61.1,69.91,62.78,58.25
2024-05-19,52.77,72.2,60.75,58.49,71.87,53.19
2024-05-20,72.59,42.09,56.44,76.6,72.82,40.79
2024-05-21,79.47,43.74,54.94,62.3,74.46,70.66
2024-05-22,64.05,62.87,60.44,64.34,73.67,58.96
2024-05-23,54.84,60.45,46.17,61.77,67.03,78.6
2024-05-24,48.68,45.23,43.83,77.91,58.25,65.46
2024-05-25,53.9,42.64,54.03,73.84,71.34,71.58
2024-05-26,78.37,65.8,72.84,40.48,70.88,76.68
2024-05-27,67.28,70.29,42.89,64.79,71.46,52.76
2024-05-28,69.25,63.71,68.62,64.43,74.16,55.88
2024-05-29,46.5,55.52,44.46,65.98,40.57,62.38
2024-05-30,44.6,65.31,44.7,52.25,56.16,55.09
2024-05-31,60.38,43.26,71.41,45.39,71.1,54.68
2024-06-01,56.47,76.77,48.94,76.97,62.97,55.9
2024-06-02,42.36,44.97,70.18,59.67,66.18,41.56
2024-06-03,73.08,52.84,76.94,49.39,52.96,53.51
2024-06-04,50.69,45.98,45.58,79.31,53.85,57.17
2024-06-05,60.91,76.43,63.13,67.34,59.17,79.39
2024-06-06,63.37,65.7,55.24,70.63,51.73,77.27
2024-06-07,74.14,51.47,61.97,49.03,59.72,53.54
2024-06-08,72.18,67.01,68.62,62.36,79.89,70.6
2024-06-09,41.44,66.16,56.61,45.94,67.19,59.39
2024-06-10,77.89,70.85,60.7,78.03,71.51,79.5
2024-06-11,58.12,73.28,50.54,60.24,50.18,59.5
2024-06-12,69.23,40.35,56.42,56.76,48.94,58.69
2024-06-13,57.61,58.65,58.55,76.0,43.68,74.76
2024-06-14,67.11,69.23,77.16,60.03,56.01,74.68
2024-06-15,65.46,60.71,64.59,57.72,73.0,56.22
2024-06-16,46.13,61.92,42.54,77.47,78.14,59.28
2024-06-17,50.38,44.2,65.91,75.31,48.88,56.59
2024-06-18,67.89,55.08,57.53,46.24,47.0,57.43
2024-06-19,62.96,69.46,64.71,42.52,63.58,59.4
2024-06-20,53.36,53.44,56.64,70.45,47.11,75.1
2024-06-21,42.7,46.73,59.74,69.12,40.77,61.59
2024-06-22,79.08,47.49,77.52,48.03,71.67,79.77
2024-06-23,69.12,79.16,42.92,41.74,58.99,69.85
2024-06-24,79.53,66.4,40.92,64.67,68.02,56.97
2024-06-25,68.02,53.65,69.29,67.51,57.72,71.52
2024-06-26,53.71,62.94,51.56,40.7,47.84,60.88
2024-06-27,64.9,54.47,57.46,42.74,61.06,75.3
2024-06-28,72.08,68.67,59.27,75.86,59.72,42.62
2024-06-29,66.96,59.81,67.75,77.86,46.44,44.45
2024-06-30,72.9,59.43,73.43,54.1,60.92,74.24
2024-07-01,79.2,59.2,64.23,60.72,68.66,71.18
2024-07-02,74.84,49.22,53.74,51.78,67.19,69.29
2024-07-03,60.29,61.92,65.32,65.89,42.51,45.03
2024-07-04,56.37,75.69,70.42,42.48,65.06,66.01
2024-07-05,67.03,41.85,52.08,73.72,56.07,57.62
2024-07-06,75.16,79.4,47.09,71.65,63.08,44.85
2024-07-07,77.71,60.48,69.3,59.7,55.63,53.35
2024-07-08,41.87,58.83,76.84,54.1,50.58,45.31
2024-07-09,41.07,48.34,59.2,63.25,55.34,43.32
2024-07-10,73.77,52.65,71.56,51.49,55.02,74.7
2024-07-11,76.42,47.72,47.69,76.77,62.17,78.22
2024-07-12,43.06,69.72,48.72,77.9,69.98,69.63
2024-07-13,75.8,69.27,76.26,77.83,51.7,73.52
2024-07-14,48.72,44.05,62.3,49.56,71.3,68.85
2024-07-15,59.39,54.17,71.87,46.82,44.77,67.33
2024-07-16,62.87,61.93,69.53,63.65,55.65,64.64
2024-07-17,49.77,64.7,77.37,54.45,61.98,63.25
2024-07-18,65.3,71.32,52.34,52.12,75.56,78.73
2024-07-19,53.87,73.09,42.13,61.41,42.54,52.77
2024-07-20,65.38,76.27,74.39,53.67,43.08,75.61
2024-07-21,75.55,68.45,59.98,72.52,68.73,70.82
2024-07-22,75.37,43.87,48.73,45.05,49.77,44.6
2024-07-23,70.47,42.12,64.47,60.19,60.14,73.89
2024-07-24,73.61,44.48,65.95,60.85,60.59,71.35
2024-07-25,67.04,67.47,59.74,72.12,53.93,60.84
2024-07-26,63.79,51.05,62.64,66.84,46.08,56.68
2024-07-27,59.01,68.58,63.11,50.51,76.31,72.52
2024-07-28,72.67,58.45,79.02,49.46,63.58,70.41
2024-07-29,75.88,41.46,47.66,68.14,64.91,56.6
2024-07-30,66.38,75.58,47.27,43.65,41.65,61.24
2024-07-31,58.77,41.6,61.01,47.65,42.61,48.98
2024-08-01,68.51,74.61,75.4,70.91,71.52,68.42
2024-08-02,71.45,40.4,68.46,71.67,54.26,58.49
2024-08-03,49.13,43.73,56.93,66.07,61.24,50.9
2024-08-04,57.64,69.65,44.5,45.33,74.84,55.47
2024-08-05,50.79,56.68,71.66,57.53,51.95,70.19
2024-08-06,41.55,74.55,42.73,55.85,55.74,74.83
2024-08-07,68.55,61.42,51.4,53.95,70.91,42.38
2024-08-08,62.25,41.56,47.24,51.14,73.01,75.73
2024-08-09,78.3,77.61,42.44,77.07,47.14,67.26
2024-08-10,68.76,75.88,43.67,76.72,55.67,66.66
2024-08-11,50.47,75.12,71.21,65.08,57.2,46.56
2024-08-12,41.57,65.56,75.25,71.74,74.86,70.49
2024-08-13,74.68,68.53,78.48,58.3,61.93,53.02
2024-08-14,56.49,65.88,70.6,77.69,61.31,69.19
2024-08-15,58.11,49.6,62.17,63.99,56.78,52.81
2024-08-16,40.18,50.36,40.83,45.64,53.13,49.21
2024-08-17,43.73,77.96,59.0,52.69,46.9,51.38
2024-08-18,52.31,46.57,40.05,63.47,44.97,65.3
2024-08-19,73.83,58.48,56.65,59.02,58.36,74.54
2024-08-20,48.56,42.08,61.08,74.77,49.24,54.51
2024-08-21,61.17,41.55,41.48,74.73,43.78,78.9
2024-08-22,47.75,53.52,64.13,60.06,54.68,56.33
2024-08-23,57.7,58.59,63.8,52.84,48.45,65.92
2024-08-24,55.13,69.23,43.96,59.67,65.18,44.59
2024-08-25,71.73,53.06,48.58,47.59,67.52,42.97
2024-08-26,64.33,51.36,59.05,71.56,63.13,59.87
2024-08-27,74.34,56.2,50.4,62.31,57.82,47.5
2024-08-28,40.84,59.77,44.98,46.43,73.72,70.64
2024-08-29,53.75,45.25,40.97,54.38,78.77,42.4
2024-08-30,75.87,75.74,42.22,79.77,48.38,43.34
2024-08-31,75.41,45.76,40.88,77.62,78.38,69.52
2024-09-01,69.17,59.41,40.81,52.1,58.4,71.78
2024-09-02,50.79,48.3,74.62,65.13,41.22,63.35
2024-09-03,63.38,42.53,50.59,75.7,43.63,43.59
2024-09-04,66.9,54.44,77.41,55.58,58.14,53.54
2024-09-05,65.72,64.43,46.71,41.41,79.68,72.92
2024-09-06,65.04,52.63,78.35,79.67,55.56,40.57
2024-09-07,58.57,46.39,51.68,41.03,71.75,53.26
2024-09-08,42.86,63.88,71.8,57.87,60.41,64.21
2024-09-09,76.12,53.97,58.37,42.02,78.62,68.32
2024-09-10,75.04,44.28,66.27,50.92,78.25,65.32
2024-09-11,45.62,58.61,44.31,41.11,71.81,76.03
2024-09-12,56.42,53.0,70.48,50.31,47.39,73.56
2024-09-13,67.51,66.16,69.4,79.46,42.14,66.94
2024-09-14,54.06,76.87,48.6,67.74,76.46,60.52
2024-09-15,48.97,59.22,67.31,49.39,61.48,58.92
2024-09-16,53.84,56.15,45.6,60.51,66.78,50.26
2024-09-17,52.44,65.47,66.19,62.77,55.23,49.41
2024-09-18,42.95,67.55,49.75,49.55,48.76,47.98
2024-09-19,68.53,77.54,48.9,75.68,55.42,66.7
2024-09-20,70.14,67.22,41.21,53.75,67.82,41.43
2024-09-21,54.89,41.66,78.89,66.73,57.92,73.95
2024-09-22,46.32,54.85,56.33,51.73,68.07,57.33
2024-09-23,54.26,66.25,62.93,49.41,77.08,73.23
2024-09-24,75.74,79.55,79.25,49.31,67.59,50.03
2024-09-25,71.78,79.33,43.27,66.21,45.33,57.02
2024-09-26,60.78,67.78,64.44,58.81,74.9,79.87
2024-09-27,56.03,55.77,50.02,59.68,57.27,74.87
2024-09-28,79.94,58.69,57.2,43.12,61.09,58.14
2024-09-29,50.71,49.96,46.73,59.71,47.26,75.06
2024-09-30,59.63,66.74,73.28,68.98,67.55,53.47
2024-10-01,65.15,65.77,69.82,75.27,75.24,62.85
2024-10-02,45.52,52.96,68.78,52.75,68.22,50.89
2024-10-03,63.04,52.53,68.6,46.61,79.54,58.08
2024-10-04,60.32,58.71,75.77,42.12,77.71,60.86
2024-10-05,54.86,74.42,51.07,69.6,76.56,78.79
2024-10-06,77.08,78.79,61.52,70.8,56.99,57.85
2024-10-07,56.61,69.11,79.1,55.02,67.76,74.91
2024-10-08,53.73,62.37,55.03,48.21,75.24,64.8
2024-10-09,63.2,42.93,51.98,77.72,42.05,68.7
2024-10-10,50.89,49.57,78.15,62.77,50.33,46.31
2024-10-11,61.18,51.41,40.36,61.66,57.25,47.15
2024-10-12,59.0,54.65,53.41,42.69,61.34,56.81
2024-10-13,41.88,52.39,76.56,49.19,55.92,73.44
2024-10-14,69.62,62.67,68.03,53.96,62.34,61.94
2024-10-15,62.67,55.61,50.83,79.44,54.68,72.01
2024-10-16,47.21,41.31,48.01,73.03,56.86,64.74
2024-10-17,66.99,66.64,49.56,70.6,55.19,43.13
2024-10-18,69.82,53.04,49.57,67.37,48.25,51.02
2024-10-19,68.41,65.1,54.61,54.34,57.42,53.32
2024-10-20,42.62,70.36,78.38,49.01,52.12,61.59
2024-10-21,58.82,52.09,58.93,70.31,44.07,75.51
2024-10-22,69.37,78.41,77.93,59.77,52.27,62.98
2024-10-23,71.4,78.86,76.52,40.08,65.05,65.28
2024-10-24,65.77,74.76,55.64,76.36,58.37,77.02
2024-10-25,59.83,42.86,53.5,59.26,63.82,50.75
2024-10-26,69.72,55.89,67.51,75.67,67.56,70.9
2024-10-27,52.43,61.33,60.81,50.28,57.86,64.66
2024-10-28,75.83,42.32,60.5,63.05,42.4,53.36
2024-10-29,74.31,49.77,55.01,45.85,50.84,60.15
2024-10-30,66.37,40.75,54.5,46.49,57.12,57.76
2024-10-31,76.01,56.7,40.24,50.49,51.28,69.47
2024-11-01,50.4,65.78,71.8,47.2,69.26,56.3
2024-11-02,70.42,42.84,69.36,53.16,79.75,76.44
2024-11-03,68.56,70.73,47.84,60.89,72.19,69.61
2024-11-04,78.54,46.14,60.23,73.31,42.71,67.83
2024-11-05,52.18,62.03,43.1,57.57,49.79,78.51
2024-11-06,46.13,56.67,72.43,71.28,59.58,47.42
2024-11-07,70.71,46.3,61.49,72.3,46.56,61.16
2024-11-08,54.55,70.29,53.98,61.31,43.03,49.47
2024-11-09,48.01,78.5,51.04,47.82,77.78,73.98
2024-11-10,62.32,40.13,48.55,71.15,61.01,53.34
2024-11-11,70.21,68.04,43.38,59.13,71.77,52.34
2024-11-12,47.25,45.28,44.91,44.49,74.99,45.41
2024-11-13,65.87,48.17,53.4,61.28,56.11,57.59
2024-11-14,62.73,49.0,76.64,45.55,44.66,72.68
2024-11-15,47.23,71.41,77.52,54.29,67.93,64.37
2024-11-16,63.57,51.39,79.95,58.7,55.0,42.31
2024-11-17,44.52,49.21,63.86,66.97,72.57,47.5
2024-11-18,47.75,77.1,49.11,77.78,61.24,50.56
2024-11-19,56.33,40.62,66.9,66.67,53.13,77.21
2024-11-20,63.21,59.53,62.08,54.13,53.87,72.54
2024-11-21,72.28,53.02,49.59,53.15,66.71,43.4
2024-11-22,42.57,41.71,48.96,63.98,50.03,70.91
2024-11-23,43.3,42.1,74.39,74.82,70.37,51.88
2024-11-24,56.5,51.2,62.23,58.06,56.38,61.95
2024-11-25,57.72,79.95,71.76,58.98,59.54,68.34
2024-11-26,75.31,73.42,40.42,59.16,42.76,56.68
2024-11-27,71.74,63.92,52.9,70.88,71.37,72.08
2024-11-28,55.28,62.56,74.43,68.65,55.62,69.06
2024-11-29,66.31,41.98,53.06,51.46,65.19,47.14
2024-11-30,60.64,53.77,58.09,40.8,70.45,51.54
2024-12-01,49.64,60.41,47.57,45.16,62.79,64.76
2024-12-02,41.81,71.54,74.01,70.25,67.13,52.18
2024-12-03,43.83,42.0,42.37,40.69,48.16,73.84
2024-12-04,58.34,60.94,75.85,65.34,67.83,56.34
2024-12-05,72.25,76.57,52.77,70.75,66.99,64.4
2024-12-06,50.04,51.28,46.37,70.51,65.27,46.78
2024-12-07,79.33,56.27,70.44,74.35,67.3,42.07
2024-12-08,59.49,52.02,54.99,47.15,63.12,50.1
2024-12-09,63.31,40.55,51.34,57.4,56.37,66.45
2024-12-10,61.45,61.13,75.78,54.69,71.0,55.61
2024-12-11,62.93,43.7,45.01,40.3,75.62,69.04
2024-12-12,48.14,70.23,43.27,77.3,77.37,44.77
2024-12-13,69.07,62.04,62.1,68.54,41.15,66.74
2024-12-14,76.53,60.92,65.53,70.76,66.1,44.71
2024-12-15,42.93,71.47,60.32,41.81,50.77,75.79
2024-12-16,64.29,70.34,41.08,77.05,48.42,43.05
2024-12-17,67.23,54.01,53.26,52.37,58.68,54.21
2024-12-18,62.27,72.5,42.29,55.59,51.4,71.1
2024-12-19,64.04,69.67,43.62,73.1,76.66,54.59
2024-12-20,47.48,72.14,73.77,67.09,47.37,59.93
2024-12-21,51.1,46.29,57.59,64.28,72.82,73.25
2024-12-22,66.06,41.87,65.18,78.55,57.18,48.54
2024-12-23,73.77,54.87,62.83,69.97,65.54,47.96
2024-12-24,43.96,40.57,53.26,55.49,51.16,45.56
2024-12-25,72.03,47.24,79.38,52.05,74.55,67.59
2024-12-26,42.79,44.71,43.1,59.61,73.64,52.2
2024-12-27,64.52,79.78,60.8,58.89,51.64,56.32
2024-12-28,63.82,49.25,75.99,58.38,48.72,61.91
2024-12-29,74.9,53.22,76.42,40.05,42.43,71.32
2024-12-30,73.66,77.6,74.15,64.76,51.33,75.2
2024-12-31,74.42,47.48,67.1,46.28,50.41,54.91
