date,Nikkei 225,Toyota Motor Corporation,Mitsubishi UFJ Financial Group,Sony Group Corporation,Hitachi Ltd.,"Nintendo Co., Ltd."
2023-11-29,45.76,59.48,55.99,46.23,59.5,57.47
2023-11-30,56.7,61.44,52.65,53.46,43.81,51.65
2023-12-01,51.52,61.57,77.32,50.33,46.4,55.69
2023-12-02,65.91,60.58,72.94,58.4,53.82,58.47
2023-12-03,49.72,61.99,64.71,46.71,40.76,65.66
2023-12-04,54.98,78.55,42.35,52.66,61.81,64.93
2023-12-05,48.11,61.78,54.47,74.83,50.69,42.52
2023-12-06,41.63,51.36,58.8,53.41,57.31,75.37
2023-12-07,58.37,73.02,71.11,47.54,72.04,70.73
2023-12-08,74.38,52.77,66.27,62.33,49.0,52.22
2023-12-09,60.95,46.99,46.19,52.31,46.03,61.29
2023-12-10,46.86,71.29,69.18,60.41,59.81,48.49
2023-12-11,40.78,65.8,45.74,60.37,48.54,59.44
2023-12-12,65.67,61.78,79.96,72.35,76.1,69.95
2023-12-13,79.79,71.46,44.84,48.61,63.98,77.08
2023-12-14,64.52,70.49,53.22,55.9,45.95,42.63
2023-12-15,62.51,78.95,61.44,47.85,76.13,63.48
2023-12-16,47.26,53.16,50.97,42.51,74.24,54.98
2023-12-17,74.69,66.34,53.51,53.72,56.76,59.38
2023-12-18,63.79,48.05,44.36,45.4,61.42,44.88
2023-12-19,53.28,44.16,50.65,59.62,70.78,75.93
2023-12-20,41.77,69.33,46.42,77.9,76.7,73.9
2023-12-21,45.88,54.37,55.58,40.96,76.69,61.24
2023-12-22,55.67,54.05,40.91,56.74,60.18,60.4
2023-12-23,73.17,59.34,59.23,46.26,64.75,44.1
2023-12-24,74.03,65.57,48.24,48.82,65.37,47.83
2023-12-25,75.26,50.44,56.72,61.46,76.93,61.06
2023-12-26,75.19,64.31,78.32,44.91,44.8,65.73
2023-12-27,59.3,40.74,76.82,61.29,77.61,70.91
2023-12-28,49.34,44.78,43.62,53.83,73.09,70.85
2023-12-29,59.19,52.39,73.35,69.77,73.91,40.71
2023-12-30,49.88,52.76,43.98,43.48,65.44,73.02
2023-12-31,57.95,49.43,73.03,49.01,60.23,66.88
2024-01-01,76.93,50.93,67.45,63.91,53.93,49.55
2024-01-02,57.35,54.68,65.92,74.23,56.43,67.3
2024-01-03,70.13,75.66,56.7,53.83,48.78,62.91
2024-01-04,44.37,69.31,56.02,42.16,78.14,73.69
2024-01-05,74.63,50.26,55.25,78.01,47.35,59.6
2024-01-06,45.46,64.88,79.6,69.77,59.04,53.77
2024-01-07,52.38,60.19,41.99,48.71,71.97,71.18
2024-01-08,65.63,41.23,48.65,48.04,42.79,70.93
2024-01-09,41.43,70.81,41.24,51.8,58.63,43.33
2024-01-10,57.57,67.2,46.95,56.41,68.35,40.95
2024-01-11,64.33,40.4,74.92,58.8,60.58,76.44
2024-01-12,63.32,56.73,47.8,74.44,55.6,75.64
2024-01-13,69.14,58.74,42.0,57.12,52.45,63.52
2024-01-14,73.27,75.28,71.64,62.65,74.58,64.4
2024-01-15,59.67,59.71,74.65,65.44,60.9,69.48
2024-01-16,63.83,67.2,48.1,59.86,55.85,66.4
2024-01-17,70.01,67.52,59.48,69.7,57.13,53.46
2024-01-18,72.77,77.09,46.22,66.1,64.57,61.78
2024-01-19,40.35,63.64,40.81,52.95,50.15,42.06
2024-01-20,41.34,45.85,61.38,60.77,66.36,48.01
2024-01-21,44.59,59.55,64.14,76.86,64.75,46.64
2024-01-22,51.55,49.38,66.04,62.27,77.82,56.8
2024-01-23,49.65,58.83,54.68,66.3,57.36,47.93
2024-01-24,74.61,67.4,40.12,79.03,59.62,55.93
2024-01-25,43.68,78.06,52.36,72.73,69.58,65.71
2024-01-26,53.3,53.59,51.53,61.02,76.52,77.78
2024-01-27,57.85,61.52,74.18,46.63,54.61,53.2
2024-01-28,52.0,61.6,76.96,73.24,71.2,50.85
2024-01-29,61.62,45.17,60.02,47.01,53.16,54.67
2024-01-30,49.78,62.35,67.44,77.7,41.12,59.52
2024-01-31,74.12,40.86,49.51,78.56,73.84,55.77
2024-02-01,63.27,62.46,50.6,64.52,44.9,52.97
2024-02-02,65.58,68.17,55.69,53.81,76.99,71.28
2024-02-03,77.83,57.92,47.64,52.93,49.07,50.3
2024-02-04,60.38,48.94,74.07,60.74,56.65,45.61
2024-02-05,57.0,71.03,42.38,59.47,44.66,71.74
2024-02-06,57.94,57.66,49.93,63.12,49.17,77.19
2024-02-07,75.04,51.92,52.31,68.17,75.71,59.74
2024-02-08,79.71,74.08,49.28,45.47,47.6,48.5
2024-02-09,70.99,63.8,50.71,47.23,66.87,44.09
2024-02-10,40.81,60.31,79.57,75.27,77.16,69.41
2024-02-11,45.75,54.27,69.44,47.4,60.65,57.31
2024-02-12,64.01,66.77,74.5,75.33,78.89,57.71
2024-02-13,74.22,41.06,67.41,48.99,64.2,65.96
2024-02-14,64.26,46.74,47.7,45.88,57.38,62.59
2024-02-15,71.43,72.24,62.21,70.73,46.7,58.4
2024-02-16,43.55,68.77,50.79,72.85,43.01,56.45
2024-02-17,63.4,63.45,66.71,79.8,54.54,69.05
2024-02-18,56.55,77.23,43.16,55.94,54.63,57.03
2024-02-19,70.49,66.47,47.09,46.5,71.86,61.99
2024-02-20,71.77,46.64,71.66,67.77,64.2,45.11
2024-02-21,56.96,51.86,79.37,66.02,59.06,57.48
2024-02-22,78.35,47.46,41.87,46.51,64.62,58.74
2024-02-23,56.06,72.64,62.17,73.55,71.26,75.55
2024-02-24,58.61,53.31,53.84,59.75,66.09,73.6
2024-02-25,73.08,60.84,43.2,68.44,78.61,77.41
2024-02-26,52.99,48.84,44.29,53.9,79.99,77.03
2024-02-27,71.6,49.83,71.57,71.03,78.69,73.47
2024-02-28,66.43,79.75,64.04,55.32,70.81,69.38
2024-02-29,66.07,76.94,71.22,64.53,64.4,75.96
2024-03-01,76.64,60.58,67.68,54.33,53.75,40.27
2024-03-02,49.39,55.09,72.76,73.54,45.86,52.18
2024-03-03,73.79,44.26,60.72,61.27,68.8,77.59
2024-03-04,54.97,54.0,75.29,69.39,68.46,66.25
2024-03-05,69.5,54.35,54.16,79.09,50.93,69.77
2024-03-06,76.15,66.37,70.6,43.8,53.82,52.56
2024-03-07,58.34,58.21,69.27,46.25,73.64,43.12
2024-03-08,46.94,48.15,42.69,54.61,70.95,63.57
2024-03-09,49.23,75.27,73.22,71.57,67.76,56.9
2024-03-10,73.72,57.5,70.46,51.32,60.44,56.5
2024-03-11,44.82,77.5,54.74,70.2,50.12,56.19
2024-03-12,59.7,61.28,48.82,48.13,64.47,74.3
2024-03-13,42.17,64.5,75.25,49.51,67.24,77.97
2024-03-14,75.49,78.34,52.97,69.09,44.63,43.52
2024-03-15,78.22,53.31,57.14,62.6,54.21,55.14
2024-03-16,42.83,51.23,46.02,52.08,71.43,79.89
2024-03-17,48.87,63.25,57.19,67.22,68.42,67.23
2024-03-18,42.62,69.66,70.88,51.08,61.48,70.88
2024-03-19,67.1,62.67,76.47,55.36,66.41,40.94
2024-03-20,46.65,46.26,45.17,51.85,68.55,70.03
2024-03-21,42.08,49.12,73.74,41.65,47.71,76.06
2024-03-22,46.8,49.45,56.44,44.32,44.31,43.09
2024-03-23,42.08,76.57,54.69,68.02,56.31,46.03
2024-03-24,45.56,50.06,60.22,78.65,53.13,55.34
2024-03-25,65.07,63.5,74.81,57.13,50.37,46.04
2024-03-26,55.27,46.82,78.75,74.91,55.55,46.68
2024-03-27,66.36,43.3,66.68,56.36,67.38,64.77
2024-03-28,73.35,68.09,63.73,67.9,68.23,47.77
2024-03-29,43.27,50.02,46.74,40.17,52.36,71.42
2024-03-30,63.5,66.56,77.7,77.23,55.64,45.54
2024-03-31,56.35,54.71,69.39,40.23,68.71,68.17
2024-04-01,75.16,68.36,70.65,45.36,58.06,40.36
2024-04-02,66.16,46.27,62.26,41.22,49.15,66.79
2024-04-03,79.59,54.31,59.78,63.71,54.94,49.5
2024-04-04,64.46,59.36,44.77,62.37,41.22,60.26
2024-04-05,43.62,49.94,79.66,44.48,42.41,60.66
2024-04-06,73.33,79.27,58.07,79.04,69.59,61.36
2024-04-07,65.5,70.98,70.23,54.27,77.88,48.2
2024-04-08,74.56,65.66,66.12,56.56,57.91,59.58
2024-04-09,58.99,52.98,45.77,47.45,68.23,53.46
2024-04-10,46.02,78.27,48.1,66.08,65.72,46.33
2024-04-11,73.62,55.67,58.57,65.44,47.46,41.61
2024-04-12,78.15,40.68,51.89,65.26,45.46,53.41
2024-04-13,78.94,59.2,49.04,58.42,58.82,59.06
2024-04-14,58.08,76.67,53.51,65.3,63.86,40.18
2024-04-15,68.38,76.14,40.73,60.49,52.59,74.78
2024-04-16,47.43,64.86,56.96,62.53,54.01,59.58
2024-04-17,66.07,63.06,55.68,65.52,65.1,63.63
2024-04-18,66.63,79.15,48.45,65.29,58.4,48.2
2024-04-19,55.54,73.45,70.21,40.47,71.06,61.61
2024-04-20,61.45,54.4,56.25,64.08,42.9,46.01
2024-04-21,65.91,65.45,78.32,72.24,58.0,53.17
2024-04-22,69.67,52.7,71.91,64.23,54.31,42.2
2024-04-23,45.07,43.53,65.35,66.86,40.85,55.23
2024-04-24,72.32,68.02,59.22,43.25,47.22,54.05
2024-04-25,76.45,48.1,42.64,50.39,48.55,48.23
2024-04-26,78.7,43.75,60.14,42.4,47.71,47.3
2024-04-27,60.15,69.97,40.56,46.94,78.76,42.99
2024-04-28,56.7,75.25,63.87,41.94,40.84,54.6
2024-04-29,73.04,57.05,58.25,65.64,69.99,65.85
2024-04-30,79.22,73.93,66.5,78.14,42.79,64.32
2024-05-01,48.97,70.31,55.02,45.57,79.55,66.81
2024-05-02,63.66,70.96,68.74,67.38,55.3,72.81
2024-05-03,63.46,40.64,58.56,75.56,49.76,43.56
2024-05-04,61.6,77.51,63.8,62.38,58.86,68.0
2024-05-05,48.38,59.44,44.55,54.61,49.94,72.46
2024-05-06,50.35,49.45,41.93,67.04,59.83,46.08
2024-05-07,49.89,62.06,69.66,74.51,72.99,69.13
2024-05-08,68.33,62.76,51.25,70.02,71.49,73.56
2024-05-09,73.07,65.26,42.23,53.24,43.58,69.15
2024-05-10,78.13,63.44,61.11,43.72,49.19,73.44
2024-05-11,45.02,56.65,49.97,59.16,42.27,78.65
2024-05-12,66.96,46.86,57.07,65.84,45.73,48.22
2024-05-13,46.71,44.84,69.76,72.91,44.45,53.5
2024-05-14,74.93,73.01,61.6,73.37,64.93,53.88
2024-05-15,75.25,55.46,65.81,45.06,41.07,45.68
2024-05-16,74.66,72.38,68.28,74.42,44.17,43.41
2024-05-17,41.17,72.51,64.96,73.63,56.46,52.56
2024-05-18,79.52,41.37,58.11,53.65,73.04,51.21
2024-05-19,45.29,70.52,61.18,71.52,59.56,77.63
2024-05-20,56.42,60.97,48.54,75.59,51.18,41.35
2024-05-21,79.07,56.58,62.53,51.64,71.31,60.05
2024-05-22,67.99,59.9,44.5,70.38,71.11,56.34
2024-05-23,77.78,76.72,60.01,60.87,65.34,59.94
2024-05-24,72.97,62.6,47.96,61.95,68.75,61.16
2024-05-25,69.31,52.64,46.65,50.0,40.55,62.68
2024-05-26,56.65,47.71,56.87,64.24,75.02,65.38
2024-05-27,46.27,46.99,53.0,63.25,64.67,69.77
2024-05-28,64.88,43.35,75.97,74.62,70.17,43.66
2024-05-29,73.14,52.09,45.4,76.67,40.19,67.47
2024-05-30,61.74,48.15,64.55,62.07,60.78,69.88
2024-05-31,63.37,48.94,61.32,44.83,63.8,74.66
2024-06-01,70.88,67.31,46.03,67.26,71.94,71.09
2024-06-02,51.0,67.8,43.27,51.11,57.76,40.2
2024-06-03,70.96,44.84,57.87,71.18,60.62,76.61
2024-06-04,70.42,40.95,46.49,64.06,54.39,55.92
2024-06-05,52.93,49.03,50.42,69.87,53.27,55.51
2024-06-06,75.02,70.81,65.79,68.12,49.14,49.25
2024-06-07,59.55,46.5,58.25,69.41,52.47,66.39
2024-06-08,67.37,49.8,79.38,71.43,76.8,54.28
2024-06-09,62.99,62.25,62.34,69.54,57.8,53.69
2024-06-10,50.55,45.0,48.91,53.02,65.32,59.25
2024-06-11,74.16,73.59,64.44,60.69,67.49,42.3
2024-06-12,65.03,72.87,49.04,67.55,45.67,65.0
2024-06-13,66.33,62.11,40.99,45.89,71.44,62.76
2024-06-14,49.03,65.12,71.52,49.36,56.21,45.89
2024-06-15,67.4,51.31,73.87,60.28,72.93,52.64
2024-06-16,65.4,44.13,55.68,77.43,62.84,45.87
2024-06-17,49.35,71.86,70.05,47.96,43.16,56.31
2024-06-18,67.58,65.59,73.37,76.56,56.65,55.67
2024-06-19,45.29,47.43,72.47,50.53,53.06,66.57
2024-06-20,52.08,56.89,53.37,78.86,78.25,74.44
2024-06-21,58.47,54.79,43.67,74.47,59.59,47.12
2024-06-22,76.27,53.82,65.44,43.0,56.43,72.12
2024-06-23,67.43,73.76,51.36,53.28,55.22,54.47
2024-06-24,44.74,57.5,78.43,49.12,78.34,48.96
2024-06-25,69.47,41.9,78.82,73.68,43.65,77.62
2024-06-26,41.82,40.66,45.24,57.4,47.42,41.13
2024-06-27,71.75,64.32,77.1,47.79,56.66,54.14
2024-06-28,63.5,52.56,49.81,76.55,46.3,61.61
2024-06-29,60.4,65.18,65.58,76.89,77.63,67.24
2024-06-30,74.33,53.98,40.19,71.91,50.97,56.45
2024-07-01,77.79,71.74,52.33,53.96,76.0,49.56
2024-07-02,56.76,70.46,69.46,72.7,59.94,48.72
2024-07-03,77.06,77.91,44.21,48.79,70.38,45.95
2024-07-04,58.43,51.89,50.42,58.2,44.36,63.62
2024-07-05,65.05,60.21,57.54,52.57,72.67,77.16
2024-07-06,45.97,62.5,40.74,56.94,70.11,75.08
2024-07-07,56.81,73.89,42.31,47.43,76.74,69.51
2024-07-08,44.56,57.39,54.4,75.39,47.06,52.62
2024-07-09,52.01,66.29,60.99,58.58,43.49,44.98
2024-07-10,64.35,64.94,60.6,54.5,48.89,73.29
2024-07-11,73.23,61.19,60.99,59.91,77.38,66.25
2024-07-12,40.3,49.08,67.68,52.98,58.64,50.81
2024-07-13,42.74,49.94,48.99,60.38,69.71,47.39
2024-07-14,42.95,46.47,74.31,63.48,48.17,73.98
2024-07-15,48.71,41.11,62.82,74.02,55.41,75.59
2024-07-16,69.51,46.83,78.33,78.24,56.3,72.29
2024-07-17,52.32,54.9,73.12,55.0,48.92,43.71
2024-07-18,67.96,70.66,67.47,56.42,60.23,61.4
2024-07-19,43.1,55.92,49.61,72.3,68.05,73.22
2024-07-20,78.05,58.65,63.39,58.63,58.07,61.24
2024-07-21,71.04,57.14,58.33,76.17,49.63,61.85
2024-07-22,66.44,53.95,48.78,40.18,59.15,54.69
2024-07-23,75.75,45.86,56.78,49.74,73.69,75.2
2024-07-24,66.71,67.2,62.3,65.54,58.0,75.76
2024-07-25,75.44,75.25,52.48,71.66,62.63,43.16
2024-07-26,60.79,63.05,60.53,77.72,57.83,45.05
2024-07-27,71.66,78.68,64.56,42.12,73.89,45.82
2024-07-28,46.13,40.09,61.64,56.42,49.69,60.73
2024-07-29,53.32,50.1,48.24,60.86,60.93,51.62
2024-07-30,57.82,72.68,58.28,79.39,52.07,45.29
2024-07-31,70.12,56.21,51.52,57.01,75.88,61.89
2024-08-01,53.86,60.14,66.48,57.48,50.53,78.86
2024-08-02,50.29,79.88,76.69,52.24,51.99,41.0
2024-08-03,45.54,43.66,64.62,46.04,66.25,50.9
2024-08-04,67.11,56.14,56.55,69.46,79.67,61.29
2024-08-05,67.88,62.94,45.55,45.24,48.25,54.78
2024-08-06,52.85,46.32,42.62,56.92,42.66,66.96
2024-08-07,53.37,41.9,55.77,60.2,75.57,66.03
2024-08-08,53.15,78.89,51.46,49.17,69.19,72.61
2024-08-09,74.86,53.3,63.21,71.63,55.16,60.45
2024-08-10,46.22,79.54,45.8,56.55,52.44,47.14
2024-08-11,79.34,65.17,45.89,46.77,78.1,78.85
2024-08-12,57.71,76.43,40.44,68.34,65.34,45.65
2024-08-13,68.74,74.16,44.0,67.11,78.99,62.57
2024-08-14,65.17,60.26,69.51,67.85,70.84,67.45
2024-08-15,63.8,67.76,50.46,71.82,70.85,71.24
2024-08-16,75.13,50.81,57.24,56.38,75.25,42.25
2024-08-17,56.17,59.55,66.88,48.32,46.58,56.32
2024-08-18,47.01,66.16,45.08,45.29,42.78,61.57
2024-08-19,70.49,53.7,62.77,47.72,75.35,43.7
2024-08-20,51.25,49.9,60.55,65.85,50.29,47.83
2024-08-21,70.59,75.48,50.16,67.85,72.9,61.44
2024-08-22,52.92,47.58,46.08,41.68,53.9,73.12
2024-08-23,42.19,64.27,72.4,79.24,43.29,45.27
2024-08-24,50.23,79.43,47.97,60.77,73.85,40.73
2024-08-25,47.54,47.54,61.98,71.72,66.16,70.97
2024-08-26,69.57,54.72,67.76,55.1,43.5,60.62
2024-08-27,49.62,41.53,45.47,78.59,52.16,57.74
2024-08-28,75.92,64.13,54.03,72.07,78.64,47.52
2024-08-29,55.05,49.46,73.5,43.15,45.36,71.84
2024-08-30,56.85,44.04,53.34,62.01,41.65,65.74
2024-08-31,72.22,69.17,51.71,76.81,70.9,64.81
2024-09-01,42.53,41.02,46.88,44.77,46.05,54.61
2024-09-02,55.42,64.74,71.06,53.16,74.13,75.66
2024-09-03,56.18,68.69,73.63,43.26,42.83,56.83
2024-09-04,62.58,61.55,55.36,40.48,59.1,58.41
2024-09-05,66.78,65.8,60.22,60.14,50.56,77.21
2024-09-06,57.54,78.78,42.7,60.59,52.35,63.84
2024-09-07,48.61,44.81,58.85,76.41,73.6,65.93
2024-09-08,66.78,66.66,66.89,42.52,50.43,55.91
2024-09-09,73.71,40.02,62.5,52.36,72.73,55.96
2024-09-10,42.82,75.04,51.03,46.94,74.58,57.71
2024-09-11,76.28,68.04,45.48,54.79,72.99,65.47
2024-09-12,57.13,48.88,41.2,48.38,74.39,51.53
2024-09-13,56.44,70.77,72.69,70.11,52.81,44.4
2024-09-14,56.48,70.14,43.9,63.08,62.77,53.19
2024-09-15,52.9,54.87,54.57,46.83,74.76,77.36
2024-09-16,71.77,70.03,52.98,41.75,47.74,79.3
2024-09-17,56.43,72.07,68.53,42.2,58.39,50.81
2024-09-18,69.49,55.79,61.27,77.49,77.51,70.34
2024-09-19,70.73,54.12,61.67,50.39,71.03,72.9
2024-09-20,55.26,78.81,73.47,60.57,60.38,58.67
2024-09-21,74.97,65.54,74.77,50.83,50.72,64.33
2024-09-22,56.75,74.4,46.72,74.7,40.22,63.34
2024-09-23,62.92,51.73,76.34,55.06,40.95,44.61
2024-09-24,59.27,46.04,42.41,41.41,61.12,63.12
2024-09-25,67.85,49.98,79.03,78.6,78.84,56.54
2024-09-26,70.76,70.8,59.11,57.49,43.62,68.68
2024-09-27,42.48,46.35,43.58,74.32,49.63,56.57
2024-09-28,73.82,71.25,68.9,69.51,75.31,40.51
2024-09-29,46.1,72.74,56.18,48.68,66.99,42.42
2024-09-30,62.27,41.68,48.11,77.12,60.32,64.6
2024-10-01,76.86,50.9,59.9,67.81,75.66,77.49
2024-10-02,59.97,42.72,74.94,68.0,59.39,72.05
2024-10-03,58.83,67.5,56.96,48.53,51.18,75.78
2024-10-04,72.27,48.28,70.54,78.97,47.68,54.19
2024-10-05,79.13,63.91,64.12,61.63,62.8,64.65
2024-10-06,53.79,58.87,53.75,45.18,45.23,42.14
2024-10-07,62.68,66.61,79.53,47.78,73.23,74.02
2024-10-08,58.54,77.98,55.7,51.84,64.78,48.43
2024-10-09,72.78,41.14,63.88,76.06,75.04,78.75
2024-10-10,61.91,48.18,66.83,58.95,40.23,61.47
2024-10-11,79.12,72.34,68.82,43.62,59.0,57.58
2024-10-12,52.57,77.11,43.46,61.37,44.72,49.76
2024-10-13,49.05,63.9,67.2,55.44,46.04,42.25
2024-10-14,62.06,58.7,64.86,72.68,40.37,72.14
2024-10-15,77.28,53.23,63.39,75.46,62.95,54.78
2024-10-16,48.92,57.9,59.71,41.2,52.73,64.54
2024-10-17,40.26,58.59,57.35,46.69,61.57,70.5
2024-10-18,62.02,78.02,43.31,58.49,50.75,42.77
2024-10-19,64.46,48.67,77.36,63.87,43.05,71.61
2024-10-20,53.03,52.76,70.23,72.29,49.57,45.28
2024-10-21,50.4,47.56,41.18,44.01,53.67,49.18
2024-10-22,46.95,66.57,63.53,40.39,68.35,63.04
2024-10-23,66.2,41.15,68.91,68.84,76.93,79.02
2024-10-24,48.11,66.87,47.99,70.37,69.29,68.24
2024-10-25,52.97,74.8,63.44,74.65,63.51,73.14
2024-10-26,47.41,61.39,71.32,62.04,43.38,64.63
2024-10-27,79.02,44.41,47.97,64.51,70.07,45.37
2024-10-28,62.38,48.32,44.3,77.84,62.42,54.16
2024-10-29,42.99,55.36,43.3,48.26,69.62,64.73
2024-10-30,54.99,48.05,41.13,58.47,61.23,44.28
2024-10-31,54.03,68.53,47.54,44.11,43.39,61.55
2024-11-01,70.42,43.22,74.04,75.74,48.25,51.37
2024-11-02,60.23,59.54,58.82,46.42,60.59,61.69
2024-11-03,76.23,47.7,43.16,55.69,69.45,63.99
2024-11-04,56.18,68.31,76.62,46.62,79.47,74.79
2024-11-05,57.62,48.62,71.27,43.64,51.31,61.63
2024-11-06,64.96,45.18,55.67,66.54,78.94,73.18
2024-11-07,45.33,50.26,48.94,43.94,63.8,75.19
2024-11-08,63.54,66.8,49.85,64.67,43.04,41.97
2024-11-09,65.96,69.35,52.6,41.22,60.6,59.36
2024-11-10,58.38,78.89,53.43,40.82,51.47,61.96
2024-11-11,53.73,74.92,71.52,58.07,61.66,74.46
2024-11-12,54.82,50.68,43.39,45.08,46.17,71.45
2024-11-13,66.3,68.33,78.95,67.52,68.88,69.29
2024-11-14,51.74,74.23,45.34,50.25,77.2,40.76
2024-11-15,57.36,58.61,49.42,44.34,41.33,56.16
2024-11-16,45.75,58.89,75.09,79.18,57.69,77.0
2024-11-17,72.79,55.52,40.95,78.68,56.96,72.8
2024-11-18,67.13,68.21,40.89,79.13,47.37,51.36
2024-11-19,47.86,40.67,61.4,68.85,49.25,56.01
2024-11-20,68.61,62.74,41.21,72.16,70.27,69.81
2024-11-21,58.89,67.38,53.94,68.93,65.59,40.93
2024-11-22,45.06,56.9,67.02,42.0,73.73,79.51
2024-11-23,43.67,59.82,78.95,68.41,53.08,47.63
2024-11-24,77.76,78.06,56.0,70.11,58.76,78.32
2024-11-25,79.52,45.92,55.79,77.63,59.49,71.16
2024-11-26,64.68,63.89,51.27,40.85,55.2,47.48
2024-11-27,65.52,46.8,75.23,44.47,44.61,73.7
2024-11-28,49.85,50.69,69.76,66.19,56.32,79.79
2024-11-29,50.76,75.22,71.09,44.39,55.79,59.88
2024-11-30,69.96,40.18,57.44,66.48,60.71,60.41
2024-12-01,52.08,58.16,74.51,63.69,56.4,53.52
2024-12-02,52.89,55.28,48.24,58.55,52.46,61.91
2024-12-03,59.82,45.83,76.63,76.08,73.67,62.91
2024-12-04,72.45,53.64,75.82,72.28,72.06,74.01
2024-12-05,55.03,79.54,74.49,63.34,59.24,41.62
2024-12-06,63.62,57.19,65.24,57.89,64.97,74.84
2024-12-07,75.91,54.36,42.86,72.14,52.03,62.62
2024-12-08,77.27,68.91,48.27,71.47,73.21,60.22
2024-12-09,60.5,78.35,40.4,73.5,66.4,63.44
2024-12-10,61.08,60.21,47.52,73.55,49.81,66.87
2024-12-11,49.26,64.06,41.73,79.79,64.53,50.83
2024-12-12,73.79,54.72,78.87,54.31,67.47,66.81
2024-12-13,65.89,68.17,72.04,53.37,60.48,66.94
2024-12-14,78.17,41.69,66.67,45.27,57.65,77.35
2024-12-15,42.76,66.04,50.41,54.11,75.16,55.86
2024-12-16,54.82,59.65,70.51,76.51,42.12,59.43
2024-12-17,63.62,53.59,61.43,61.85,76.3,61.16
2024-12-18,48.21,60.29,43.62,55.02,68.91,74.77
2024-12-19,54.97,78.84,66.19,41.56,52.55,50.68
2024-12-20,78.83,43.39,70.57,60.9,77.28,74.19
2024-12-21,45.36,50.65,79.64,68.23,57.9,77.07
2024-12-22,58.47,52.14,47.61,73.66,41.23,76.6
2024-12-23,62.33,40.48,49.51,64.26,64.09,43.64
2024-12-24,45.22,55.04,57.91,54.36,71.79,61.3
2024-12-25,77.66,65.07,54.97,57.39,66.97,60.67
2024-12-26,73.29,74.48,52.94,49.79,69.94,76.08
2024-12-27,42.28,66.45,72.09,50.36,43.91,66.03
2024-12-28,79.96,51.26,68.56,64.42,45.76,67.28
2024-12-29,74.04,78.6,41.72,64.83,69.43,44.04
2024-12-30,50.13,72.69,50.2,71.48,79.04,74.43
2024-12-31,67.53,67.25,59.89,62.1,48.43,46.08
